Data Variable,COUNTRY,ADM0_EN,ADM1_PCODE,ADM1_NAME,ISO3,ISO2,Latitude,Longitude,Y2000,Y2001,Y2002,Y2003,Y2004,Y2005,Y2006,Y2007,Y2008,Y2009,Y2010,Y2011,Y2012,Y2013,Y2014,Y2015,Y2016,Y2017,Y2018,Y2019,Y2020,Y2021,Y2022
GDL-Mean-years-education-of-men-aged-20+-data,Kenya,Kenya,KEN33,Narok,KEN,KE,-1.254790342,35.57632921,0.134526189,0.134331787,0.133942983,0.133554179,0.137053415,0.140552651,0.14424629,0.147745526,0.151244762,0.153188782,0.155132802,0.157271224,0.159215244,0.161159264,0.163103284,0.163880892,0.164464098,0.165241706,0.165824912,0.16660252,0.167185726,8.64,8.67
GDL-Mean-years-education-of-men-aged-20+-data,Kenya,Kenya,KEN34,Kajiado,KEN,KE,-2.121383592,36.9088422,0.08524594,0.085122752,0.084876377,0.084630001,0.086847381,0.089064761,0.091405329,0.093622709,0.095840088,0.097071966,0.098303844,0.099658909,0.100890787,0.102122665,0.103354543,0.103847294,0.104216857,0.104709608,0.105079172,0.105571923,0.105941486,8.64,8.67
GDL-Mean-years-education-of-men-aged-20+-data,Kenya,Kenya,KEN35,Kericho,KEN,KE,-0.295732909,35.31407002,1.063167242,1.061630873,1.058558135,1.055485398,1.083140037,1.110794676,1.139985684,1.167640323,1.195294963,1.210658651,1.22602234,1.242922397,1.258286085,1.273649774,1.289013462,1.295158938,1.299768044,1.30591352,1.310522626,1.316668102,1.321277208,8.64,8.67
GDL-Mean-years-education-of-men-aged-20+-data,Kenya,Kenya,KEN36,Bomet,KEN,KE,-0.726294587,35.29859759,1.082434368,1.080870157,1.077741734,1.074613311,1.102769118,1.130924925,1.160644944,1.188800751,1.216956558,1.232598674,1.248240789,1.265447115,1.281089231,1.296731346,1.312373461,1.318630307,1.323322941,1.329579787,1.334272422,1.340529268,1.345221903,8.64,8.67
GDL-Mean-years-education-of-men-aged-20+-data,Kenya,Kenya,KEN37,Kakamega,KEN,KE,0.403683465,34.74451115,1.620752915,1.616360631,1.614164489,1.609772205,1.622949058,1.636125911,1.647106621,1.660283474,1.673460327,1.699814033,1.723971597,1.750325303,1.776679009,1.800836573,1.827190279,1.833778705,1.840367132,1.844759416,1.851347842,1.857936269,1.864524695,8.51,8.54
GDL-Mean-years-education-of-men-aged-20+-data,Kenya,Kenya,KEN38,Vihiga,KEN,KE,0.076265791,34.72232303,3.291446013,3.282526105,3.278066151,3.269146243,3.295905967,3.32266569,3.34496546,3.371725184,3.398484907,3.452004355,3.501063848,3.554583295,3.608102743,3.657162236,3.710681684,3.724061545,3.737441407,3.746361315,3.759741177,3.773121039,3.786500901,8.51,8.54
GDL-Mean-years-education-of-men-aged-20+-data,Kenya,Kenya,KEN39,Bungoma,KEN,KE,0.749285236,34.64046087,1.259671107,1.256257365,1.254550493,1.25113675,1.261377979,1.271619207,1.280153564,1.290394793,1.300636021,1.321118478,1.339894064,1.360376521,1.380858978,1.399634564,1.420117021,1.425237635,1.430358249,1.433771992,1.438892606,1.444013221,1.449133835,8.51,8.54
GDL-Mean-years-education-of-men-aged-20+-data,Kenya,Kenya,KEN40,Busia,KEN,KE,0.387443669,34.19363148,1.208129965,1.2048559,1.203218867,1.199944802,1.209766997,1.219589192,1.227774354,1.237596549,1.247418744,1.267063134,1.285070491,1.30471488,1.32435927,1.342366627,1.362011017,1.366922114,1.371833212,1.375107277,1.380018374,1.384929472,1.389840569,8.51,8.54
GDL-Mean-years-education-of-men-aged-20+-data,Kenya,Kenya,KEN41,Siaya,KEN,KE,-0.062129907,34.24764171,0.846985405,0.861844798,0.875561161,0.890420554,0.909852068,0.928140552,0.947572066,0.96586055,0.985292064,0.996722366,1.008152669,1.020726001,1.032156304,1.043586606,1.055016908,1.049301757,1.042443576,1.036728425,1.031013273,1.024155092,1.018439941,8.85,8.8
GDL-Mean-years-education-of-men-aged-20+-data,Kenya,Kenya,KEN42,Kisumu,KEN,KE,-0.169458701,34.83520347,1.179361992,1.200052553,1.219151533,1.239842094,1.266898982,1.292364288,1.319421176,1.344886482,1.37194337,1.387859186,1.403775003,1.421282401,1.437198217,1.453114033,1.46902985,1.461071942,1.451522452,1.443564544,1.435606635,1.426057146,1.418099237,8.85,8.8
GDL-Mean-years-education-of-men-aged-20+-data,Kenya,Kenya,KEN43,Homa Bay,KEN,KE,-0.542809397,34.35899688,0.706156141,0.718544845,0.729980572,0.742369277,0.75856989,0.773817526,0.790018139,0.805265775,0.821466388,0.830996161,0.840525933,0.851008683,0.860538455,0.870068228,0.879598,0.874833114,0.869115251,0.864350364,0.859585478,0.853867615,0.849102728,8.85,8.8
GDL-Mean-years-education-of-men-aged-20+-data,Kenya,Kenya,KEN44,Migori,KEN,KE,-0.989536844,34.36334529,0.808631444,0.82281796,0.835913206,0.850099723,0.868651322,0.88611165,0.904663248,0.922123576,0.940675175,0.95158788,0.962500585,0.974504561,0.985417266,0.996329971,1.007242676,1.001786323,0.9952387,0.989782348,0.984325995,0.977778372,0.97232202,8.85,8.8
GDL-Mean-years-education-of-men-aged-20+-data,Kenya,Kenya,KEN45,Kisii,KEN,KE,-0.77460376,34.77472298,2.176904339,2.215095644,2.250349155,2.288540459,2.338482934,2.385487616,2.435430091,2.482434773,2.532377248,2.561755174,2.5911331,2.623448819,2.652826746,2.682204672,2.711582598,2.696893635,2.679266879,2.664577916,2.649888953,2.632262197,2.617573234,8.85,8.8
GDL-Mean-years-education-of-men-aged-20+-data,Kenya,Kenya,KEN46,Nyamira,KEN,KE,-0.642732411,34.96465956,1.691960678,1.721644199,1.749044372,1.778727893,1.817544804,1.854078368,1.89289528,1.929428844,1.968245755,1.991079233,2.01391271,2.039029535,2.061863013,2.08469649,2.107529968,2.096113229,2.082413142,2.070996404,2.059579665,2.045879579,2.03446284,8.85,8.8
GDL-Mean-years-education-of-men-aged-20+-data,United Republic of Tanzania,United Republic of Tanzania,TZA02,Arusha,TZA,TZ,-2.95874911,35.94058334,2.861465203,2.924166632,2.981167931,3.04386936,3.106570789,3.112270918,3.123671178,3.129371308,3.135071438,3.146471698,3.152171828,3.266174425,3.385877153,3.499879751,3.619582478,3.733585076,3.847587674,3.967290402,4.081292999,,,,
GDL-Mean-years-education-of-men-aged-20+-data,United Republic of Tanzania,United Republic of Tanzania,TZA11,Iringa,TZA,TZ,-7.801274704,35.47521021,2.065332335,2.154027589,2.246946426,2.33564168,2.424336934,2.475019936,2.521479354,2.572162356,2.622845359,2.669304777,2.719987779,2.770670781,2.825577367,2.876260369,2.931166955,2.981849957,3.032532959,3.087439544,3.138122546,,,,
GDL-Mean-years-education-of-men-aged-20+-data,United Republic of Tanzania,United Republic of Tanzania,TZA12,Mbeya,TZA,TZ,-8.158567881,33.75686332,2.920831694,2.830386997,2.745262576,2.654817879,2.569693458,2.654817879,2.734622023,2.819746444,2.904870865,2.98467501,3.069799431,3.181525233,3.298571312,3.410297115,3.527343193,3.639068996,3.750794798,3.867840877,3.97956668,,,,
GDL-Mean-years-education-of-men-aged-20+-data,United Republic of Tanzania,United Republic of Tanzania,TZA15,Rukwa,TZA,TZ,-7.947910359,31.30241929,3.860104049,3.852177757,3.852177757,3.844251465,3.844251465,3.931440674,4.018629882,4.113745383,4.200934591,4.2881238,4.375313008,4.422870758,4.462502217,4.510059967,4.549691425,4.597249175,4.644806925,4.684438384,4.731996134,,,,
GDL-Mean-years-education-of-men-aged-20+-data,United Republic of Tanzania,United Republic of Tanzania,TZA17,Shinyanga,TZA,TZ,-3.751945121,32.93608405,2.450665253,2.557215916,2.657847098,2.764397761,2.870948424,2.894626349,2.912384793,2.936062718,2.953821162,2.977499087,2.995257531,3.078130269,3.166922488,3.249795226,3.338587446,3.421460184,3.504332922,3.593125141,3.675997879,,,,
GDL-Mean-years-education-of-men-aged-20+-data,United Republic of Tanzania,United Republic of Tanzania,TZA19,Mwanza,TZA,TZ,-2.767294011,33.00514408,3.601636009,3.718524804,3.82810805,3.944996845,4.061885641,4.07649674,4.091107839,4.105718939,4.113024489,4.127635588,4.142246687,4.229913284,4.317579881,4.412552027,4.500218623,4.58788522,4.675551816,4.763218413,4.858190559,,,,
GDL-Mean-years-education-of-men-aged-20+-data,United Republic of Tanzania,United Republic of Tanzania,TZA21,Manyara,TZA,TZ,-4.533122773,36.5517359,2.158534797,2.205833368,2.248832069,2.29613064,2.343429211,2.347729082,2.356328822,2.360628692,2.364928562,2.373528302,2.377828172,2.463825575,2.554122847,2.640120249,2.730417522,2.816414924,2.902412326,2.992709598,3.078707001,,,,
GDL-Mean-years-education-of-men-aged-20+-data,United Republic of Tanzania,United Republic of Tanzania,TZA22,Njombe,TZA,TZ,-9.498106866,34.67722344,2.824667665,2.945972411,3.073053574,3.19435832,3.315663066,3.384980064,3.448520646,3.517837644,3.587154641,3.650695223,3.720012221,3.789329219,3.864422633,3.933739631,4.008833045,4.078150043,4.147467041,4.222560456,4.291877454,,,,
GDL-Mean-years-education-of-men-aged-20+-data,United Republic of Tanzania,United Republic of Tanzania,TZA23,Katavi,TZA,TZ,-6.432362889,31.31430799,1.009895951,1.007822243,1.007822243,1.005748535,1.005748535,1.028559326,1.051370118,1.076254617,1.099065409,1.1218762,1.144686992,1.157129242,1.167497783,1.179940033,1.190308575,1.202750825,1.215193075,1.225561616,1.238003866,,,,
GDL-Mean-years-education-of-men-aged-20+-data,United Republic of Tanzania,United Republic of Tanzania,TZA24,Simiyu,TZA,TZ,-3.041081187,34.29319176,1.689334747,1.762784084,1.832152902,1.905602239,1.979051576,1.995373651,2.007615207,2.023937282,2.036178838,2.052500913,2.064742469,2.121869731,2.183077512,2.240204774,2.301412554,2.358539816,2.415667078,2.476874859,2.534002121,,,,
GDL-Mean-years-education-of-men-aged-20+-data,United Republic of Tanzania,United Republic of Tanzania,TZA25,Geita,TZA,TZ,-3.298875841,31.89865524,1.328363991,1.371475196,1.41189195,1.455003155,1.498114359,1.50350326,1.508892161,1.514281061,1.516975511,1.522364412,1.527753313,1.560086716,1.592420119,1.627447973,1.659781377,1.69211478,1.724448184,1.756781587,1.791809441,,,,
GDL-Mean-years-education-of-men-aged-20+-data,United Republic of Tanzania,United Republic of Tanzania,TZA26,Songwe,TZA,TZ,-8.33497043,32.7112231,2.569168306,2.489613003,2.414737424,2.335182121,2.260306542,2.335182121,2.405377977,2.480253556,2.555129135,2.62532499,2.700200569,2.798474767,2.901428688,2.999702885,3.102656807,3.200931004,3.299205202,3.402159123,3.50043332,,,,
GDL-Mean-years-education-of-men-aged-20+-data,Uganda,Uganda,UG103,Kiboga,UGA,UG,0.841579042,31.95634071,,,,0.298453604,0.308185786,0.317917969,0.327650152,0.337382335,0.347114517,0.3568467,0.366578883,0.376311066,0.379555126,0.383339864,0.386583925,0.390368663,0.393612724,0.396856785,0.400641522,0.403885583,,,
GDL-Mean-years-education-of-men-aged-20+-data,Uganda,Uganda,UG104,Luwero,UGA,UG,0.831748738,32.58252529,,,,0.678920575,0.70105929,0.723198004,0.745336719,0.767475433,0.789614147,0.811752862,0.833891576,0.856030291,0.863409862,0.872019362,0.879398934,0.888008434,0.895388005,0.902767577,0.911377077,0.918756648,,,
GDL-Mean-years-education-of-men-aged-20+-data,Uganda,Uganda,UG106,Mpigi,UGA,UG,0.069782158,32.15825144,,,,0.629565485,0.632516573,0.636451358,0.640386142,0.644320926,0.64825571,0.651206799,0.655141583,0.659076367,0.70334269,0.747609014,0.791875337,0.83614166,0.880407983,0.924674306,0.968940629,1.013206953,,,
GDL-Mean-years-education-of-men-aged-20+-data,Uganda,Uganda,UG107,Mubende,UGA,UG,0.521510621,31.53282346,,,,0.397869316,0.410843315,0.423817315,0.436791314,0.449765314,0.462739313,0.475713312,0.488687312,0.501661311,0.505985978,0.511031422,0.515356088,0.520401533,0.524726199,0.529050866,0.53409631,0.538420976,,,
GDL-Mean-years-education-of-men-aged-20+-data,Uganda,Uganda,UG108,Mukono,UGA,UG,0.007023037,32.78549841,,,,0.925258109,0.955429569,0.985601029,1.015772489,1.045943949,1.07611541,1.10628687,1.13645833,1.16662979,1.176686943,1.188420289,1.198477442,1.210210788,1.220267941,1.230325094,1.24205844,1.252115593,,,
GDL-Mean-years-education-of-men-aged-20+-data,Uganda,Uganda,UG109,Nakasongola,UGA,UG,1.354784951,32.42489014,,,,0.170428835,0.175986297,0.181543759,0.187101221,0.192658683,0.198216145,0.203773607,0.209331069,0.214888531,0.216741018,0.218902254,0.220754741,0.222915976,0.224768464,0.226620951,0.228782186,0.230634674,,,
GDL-Mean-years-education-of-men-aged-20+-data,Uganda,Uganda,UG110,Rakai,UGA,UG,-0.797892319,31.4839338,,,,0.415518088,0.417465829,0.420062817,0.422659805,0.425256793,0.427853782,0.429801523,0.432398511,0.434995499,0.464211614,0.49342773,0.522643845,0.551859961,0.581076077,0.610292192,0.639508308,0.668724423,,,
GDL-Mean-years-education-of-men-aged-20+-data,Uganda,Uganda,UG111,Ssembabule,UGA,UG,-0.023726931,31.33918316,,,,0.320761526,0.322265096,0.324269855,0.326274615,0.328279374,0.330284134,0.331787703,0.333792463,0.335797222,0.358350767,0.380904312,0.403457857,0.426011402,0.448564946,0.471118491,0.493672036,0.516225581,,,
GDL-Mean-years-education-of-men-aged-20+-data,Uganda,Uganda,UG112,Kayunga,UGA,UG,0.975781377,32.89075999,,,,0.805050086,0.831301719,0.857553353,0.883804986,0.910056619,0.936308252,0.962559885,0.988811519,1.015063152,1.023813696,1.034022665,1.042773209,1.052982178,1.061732722,1.070483267,1.080692235,1.089442779,,,
GDL-Mean-years-education-of-men-aged-20+-data,Uganda,Uganda,UG114,Lyantonde,UGA,UG,-0.220422671,31.18737578,,,,0.314146879,0.315619442,0.31758286,0.319546278,0.321509696,0.323473114,0.324945678,0.326909095,0.328872513,0.350960966,0.373049418,0.395137871,0.417226323,0.439314775,0.461403228,0.48349168,0.505580133,,,
GDL-Mean-years-education-of-men-aged-20+-data,Uganda,Uganda,UG115,Mityana,UGA,UG,0.445080319,32.05752748,,,,0.748005242,0.772396718,0.796788193,0.821179668,0.845571143,0.869962619,0.894354094,0.918745569,0.943137045,0.951267536,0.96075311,0.968883602,0.978369176,0.986499667,0.994630159,1.004115733,1.012246225,,,
GDL-Mean-years-education-of-men-aged-20+-data,Uganda,Uganda,UG116,Nakaseke,UGA,UG,1.051542275,32.16853176,,,,0.172341964,0.17796181,0.183581657,0.189201503,0.19482135,0.200441197,0.206061043,0.21168089,0.217300737,0.219174019,0.221359515,0.223232797,0.225418293,0.227291575,0.229164857,0.231350353,0.233223635,,,
GDL-Mean-years-education-of-men-aged-20+-data,Uganda,Uganda,UG117,Buikwe,UGA,UG,0.308517408,33.03966065,,,,1.112693167,1.14897664,1.185260113,1.221543586,1.257827058,1.294110531,1.330394004,1.366677477,1.40296095,1.415055441,1.42916568,1.441260171,1.45537041,1.467464901,1.479559392,1.493669632,1.505764123,,,
GDL-Mean-years-education-of-men-aged-20+-data,Uganda,Uganda,UG118,Bukomansimbi,UGA,UG,-0.126988183,31.62754843,,,,0.966012761,0.970540946,0.976578526,0.982616105,0.988653685,0.994691265,0.99921945,1.005257029,1.011294609,1.079217381,1.147140154,1.215062926,1.282985698,1.35090847,1.418831243,1.486754015,1.554676787,,,
GDL-Mean-years-education-of-men-aged-20+-data,Uganda,Uganda,UG119,Butambala,UGA,UG,0.156433223,32.07399389,,,,0.887944168,0.892106406,0.897656057,0.903205708,0.908755359,0.91430501,0.918467249,0.9240169,0.929566551,0.992000125,1.054433699,1.116867273,1.179300848,1.241734422,1.304167996,1.366601571,1.429035145,,,
GDL-Mean-years-education-of-men-aged-20+-data,Uganda,Uganda,UG121,Gomba,UGA,UG,0.198417937,31.70192402,,,,0.334334021,0.335901211,0.337990799,0.340080387,0.342169974,0.344259562,0.345826752,0.34791634,0.350005928,0.373513789,0.397021649,0.42052951,0.444037371,0.467545232,0.491053093,0.514560953,0.538068814,,,
GDL-Mean-years-education-of-men-aged-20+-data,Uganda,Uganda,UG122,Kalungu,UGA,UG,-0.099366139,31.80195051,,,,0.819991349,0.823835059,0.828960005,0.834084951,0.839209897,0.844334843,0.848178552,0.853303498,0.858428444,0.916084086,0.973739727,1.031395369,1.089051011,1.146706653,1.204362295,1.262017936,1.319673578,,,
GDL-Mean-years-education-of-men-aged-20+-data,Uganda,Uganda,UG123,Kyankwanzi,UGA,UG,1.1240217,31.6419275,,,,0.210979102,0.217858855,0.224738609,0.231618362,0.238498115,0.245377869,0.252257622,0.259137375,0.266017129,0.26831038,0.270985839,0.273279091,0.27595455,0.278247801,0.280541052,0.283216512,0.285509763,,,
GDL-Mean-years-education-of-men-aged-20+-data,Uganda,Uganda,UG124,Lwengo,UGA,UG,-0.410669416,31.42516002,,,,0.981939999,0.986542842,0.992679967,0.998817092,1.004954217,1.011091342,1.015694186,1.021831311,1.027968436,1.097011092,1.166053748,1.235096404,1.304139061,1.373181717,1.442224373,1.511267029,1.580309685,,,
GDL-Mean-years-education-of-men-aged-20+-data,Uganda,Uganda,UG125,Kyotara,UGA,UG,-0.652750505,31.6355333,,,,0.729785725,0.733206596,0.737767756,0.742328917,0.746890078,0.751451239,0.754872109,0.75943327,0.763994431,0.81530749,0.866620548,0.917933607,0.969246666,1.020559725,1.071872784,1.123185842,1.174498901,,,
GDL-Mean-years-education-of-men-aged-20+-data,Uganda,Uganda,UG201,Bugiri,UGA,UG,0.533560452,33.77326412,,,,0.44051877,0.445590533,0.450662295,0.455734057,0.460805819,0.465877581,0.470949343,0.476021106,0.481092868,0.491236392,0.501379916,0.511523441,0.521666965,0.531810489,0.541954014,0.552097538,0.562241062,,,
GDL-Mean-years-education-of-men-aged-20+-data,Uganda,Uganda,UG202,Busia,UGA,UG,0.414536843,34.00465251,,,,0.406875495,0.411559916,0.416244338,0.42092876,0.425613182,0.430297604,0.434982026,0.439666447,0.444350869,0.453719713,0.463088556,0.4724574,0.481826244,0.491195087,0.500563931,0.509932775,0.519301618,,,
GDL-Mean-years-education-of-men-aged-20+-data,Uganda,Uganda,UG203,Iganga,UGA,UG,0.692724135,33.52531237,,,,0.873124865,0.88317729,0.893229714,0.903282139,0.913334563,0.923386988,0.933439412,0.943491837,0.953544261,0.97364911,0.993753959,1.013858808,1.033963656,1.054068505,1.074173354,1.094278203,1.114383052,,,
GDL-Mean-years-education-of-men-aged-20+-data,Uganda,Uganda,UG204,Jinja,UGA,UG,0.568306524,33.21194216,,,,1.38009932,1.395988621,1.411877922,1.427767224,1.443656525,1.459545827,1.475435128,1.491324429,1.507213731,1.538992333,1.570770936,1.602549539,1.634328142,1.666106744,1.697885347,1.72966395,1.761442553,,,
GDL-Mean-years-education-of-men-aged-20+-data,Uganda,Uganda,UG205,Kamuli,UGA,UG,0.943058497,33.10315115,,,,0.579436231,0.586107371,0.592778512,0.599449653,0.606120794,0.612791935,0.619463076,0.626134216,0.632805357,0.646147639,0.65948992,0.672832202,0.686174484,0.699516765,0.712859047,0.726201329,0.73954361,,,
GDL-Mean-years-education-of-men-aged-20+-data,Uganda,Uganda,UG225,Kapchorwa,UGA,UG,1.351467449,34.42315862,,,,0.194159028,0.196851007,0.199206489,0.201561971,0.203917454,0.206272936,0.208964915,0.211320397,0.21367588,0.219059839,0.224780295,0.230164255,0.235884711,0.24126867,0.24665263,0.252373086,0.257757045,,,
GDL-Mean-years-education-of-men-aged-20+-data,Uganda,Uganda,UG225,Kapchorwa,UGA,UG,1.351467449,34.42315862,,,,0.122653717,0.124354289,0.125842289,0.127330289,0.128818289,0.130306289,0.13200686,0.13349486,0.13498286,0.138384003,0.141997718,0.145398861,0.149012575,0.152413718,0.155814861,0.159428575,0.162829718,,,
GDL-Mean-years-education-of-men-aged-20+-data,Uganda,Uganda,UG207,Katakwi,UGA,UG,1.92499975,34.03740227,,,,0.05035477,0.051052929,0.051663819,0.052274709,0.052885599,0.053496488,0.054194648,0.054805538,0.055416428,0.056812747,0.058296336,0.059692656,0.061176245,0.062572565,0.063968884,0.065452474,0.066848793,,,
GDL-Mean-years-education-of-men-aged-20+-data,Uganda,Uganda,UG208,Kumi,UGA,UG,1.476425543,33.9606832,,,,0.161439865,0.1636782,0.165636742,0.167595285,0.169553827,0.17151237,0.173750704,0.175709247,0.177667789,0.182144458,0.186900919,0.191377587,0.196134048,0.200610716,0.205087385,0.209843846,0.214320514,,,
GDL-Mean-years-education-of-men-aged-20+-data,Uganda,Uganda,UG209,Mbale,UGA,UG,1.02198881,34.19758056,,,,0.643862786,0.652789826,0.660600986,0.668412147,0.676223307,0.684034467,0.692961508,0.700772668,0.708583828,0.726437909,0.74540787,0.763261951,0.782231911,0.800085992,0.817940073,0.836910034,0.854764114,,,
GDL-Mean-years-education-of-men-aged-20+-data,Uganda,Uganda,UG210,Pallisa,UGA,UG,1.233967773,33.65937638,,,,0.216897308,0.21990455,0.222535886,0.225167223,0.227798559,0.230429896,0.233437137,0.236068474,0.23869981,0.244714294,0.251104682,0.257119166,0.263509554,0.269524038,0.275538521,0.28192891,0.287943393,,,
GDL-Mean-years-education-of-men-aged-20+-data,Uganda,Uganda,UG211,Soroti,UGA,UG,1.774562723,33.59026362,,,,0.139376872,0.141309307,0.143000188,0.144691068,0.146381949,0.14807283,0.150005264,0.151696145,0.153387026,0.157251896,0.16135832,0.16522319,0.169329614,0.173194484,0.177059354,0.181165778,0.185030648,,,
GDL-Mean-years-education-of-men-aged-20+-data,Uganda,Uganda,UG212,Tororo,UGA,UG,0.727951197,34.08134028,,,,0.318549115,0.322965741,0.326830288,0.330694836,0.334559383,0.33842393,0.342840556,0.346705103,0.35056965,0.359402901,0.368788231,0.377621482,0.387006811,0.395840062,0.404673313,0.414058642,0.422891893,,,
GDL-Mean-years-education-of-men-aged-20+-data,Uganda,Uganda,UG213,Kaberamaido,UGA,UG,1.761112811,33.22206317,,,,0.093145961,0.094437413,0.095567433,0.096697453,0.097827474,0.098957494,0.100248946,0.101378966,0.102508986,0.10509189,0.107836225,0.110419129,0.113163464,0.115746367,0.118329271,0.121073606,0.123656509,,,
GDL-Mean-years-education-of-men-aged-20+-data,Uganda,Uganda,UG214,Mayuge,UGA,UG,-0.08581316,33.55096753,,,,0.399330031,0.40392758,0.40852513,0.41312268,0.41772023,0.422317779,0.426915329,0.431512879,0.436110428,0.445305528,0.454500627,0.463695727,0.472890826,0.482085925,0.491281025,0.500476124,0.509671223,,,
GDL-Mean-years-education-of-men-aged-20+-data,Uganda,Uganda,UG215,Sironko,UGA,UG,1.174523464,34.31745551,,,,0.400072439,0.405619371,0.410472936,0.415326501,0.420180066,0.425033631,0.430580563,0.435434128,0.440287693,0.451381556,0.463168786,0.474262649,0.486049878,0.497143741,0.508237604,0.520024834,0.531118697,,,
GDL-Mean-years-education-of-men-aged-20+-data,Uganda,Uganda,UG216,Amuria,UGA,UG,2.106677915,33.68635738,,,,0.06818295,0.069128294,0.06995547,0.070782647,0.071609823,0.072436999,0.073382343,0.074209519,0.075036695,0.076927384,0.07893624,0.080826929,0.082835785,0.084726473,0.086617162,0.088626018,0.090516707,,,
GDL-Mean-years-education-of-men-aged-20+-data,Uganda,Uganda,UG217,Budaka,UGA,UG,1.062695485,33.98795883,,,,0.333966725,0.338597113,0.342648703,0.346700292,0.350751881,0.354803471,0.359433859,0.363485448,0.367537037,0.376797813,0.386637387,0.395898163,0.405737737,0.414998513,0.424259289,0.434098863,0.443359639,,,
GDL-Mean-years-education-of-men-aged-20+-data,Uganda,Uganda,UG218,Bududa,UGA,UG,1.034642342,34.40672826,,,,0.387338867,0.39270925,0.397408335,0.40210742,0.406806505,0.41150559,0.416875973,0.421575058,0.426274143,0.437014909,0.448426972,0.459167738,0.470579802,0.481320568,0.492061334,0.503473397,0.514214163,,,
GDL-Mean-years-education-of-men-aged-20+-data,Uganda,Uganda,UG219,Bukedea,UGA,UG,1.365212863,34.123524,,,,0.115149875,0.116746407,0.118143373,0.119540338,0.120937304,0.122334269,0.123930801,0.125327767,0.126724732,0.129917796,0.133310427,0.136503491,0.139896122,0.143089186,0.14628225,0.149674881,0.152867945,,,
GDL-Mean-years-education-of-men-aged-20+-data,Uganda,Uganda,UG220,Bukwo,UGA,UG,1.281206528,34.68567736,,,,0.076129329,0.077184849,0.078108428,0.079032007,0.079955587,0.080879166,0.081934685,0.082858265,0.083781844,0.085892883,0.088135861,0.0902469,0.092489878,0.094600917,0.096711956,0.098954934,0.101065973,,,
GDL-Mean-years-education-of-men-aged-20+-data,Uganda,Uganda,UG221,Butaleja,UGA,UG,0.885811691,33.93247717,,,,0.242768847,0.246134793,0.249079995,0.252025198,0.254970401,0.257915603,0.261281549,0.264226752,0.267171955,0.273903846,0.281056481,0.287788373,0.294941008,0.3016729,0.308404792,0.315557427,0.322289318,,,
GDL-Mean-years-education-of-men-aged-20+-data,Uganda,Uganda,UG222,Kaliro,UGA,UG,1.070432208,33.48260018,,,,0.465090461,0.470445121,0.475799781,0.48115444,0.4865091,0.49186376,0.49721842,0.50257308,0.50792774,0.51863706,0.52934638,0.540055699,0.550765019,0.561474339,0.572183659,0.582892979,0.593602299,,,
GDL-Mean-years-education-of-men-aged-20+-data,Uganda,Uganda,UG223,Manafwa,UGA,UG,0.886317249,34.26824259,,,,0.51537514,0.522520722,0.528773107,0.535025492,0.541277876,0.547530261,0.554675844,0.560928228,0.567180613,0.581471778,0.596656141,0.610947306,0.626131669,0.640422834,0.654713999,0.669898362,0.684189527,,,
GDL-Mean-years-education-of-men-aged-20+-data,Uganda,Uganda,UG224,Namutumba,UGA,UG,0.871514079,33.6809082,,,,0.507150961,0.51298987,0.518828779,0.524667688,0.530506597,0.536345506,0.542184415,0.548023325,0.553862234,0.565540052,0.57721787,0.588895688,0.600573506,0.612251325,0.623929143,0.635606961,0.647284779,,,
GDL-Mean-years-education-of-men-aged-20+-data,Uganda,Uganda,UG225,Bulambuli,UGA,UG,1.367001184,34.35908908,,,,0.194159028,0.196851007,0.199206489,0.201561971,0.203917454,0.206272936,0.208964915,0.211320397,0.21367588,0.219059839,0.224780295,0.230164255,0.235884711,0.24126867,0.24665263,0.252373086,0.257757045,,,
GDL-Mean-years-education-of-men-aged-20+-data,Uganda,Uganda,UG225,Bulambuli,UGA,UG,1.367001184,34.35908908,,,,0.122653717,0.124354289,0.125842289,0.127330289,0.128818289,0.130306289,0.13200686,0.13349486,0.13498286,0.138384003,0.141997718,0.145398861,0.149012575,0.152413718,0.155814861,0.159428575,0.162829718,,,
GDL-Mean-years-education-of-men-aged-20+-data,Uganda,Uganda,UG226,Buyende,UGA,UG,1.264417331,33.14091676,,,,0.327824547,0.331598843,0.335373139,0.339147435,0.34292173,0.346696026,0.350470322,0.354244618,0.358018914,0.365567505,0.373116097,0.380664688,0.38821328,0.395761871,0.403310463,0.410859054,0.418407646,,,
GDL-Mean-years-education-of-men-aged-20+-data,Uganda,Uganda,UG227,Kibuku,UGA,UG,1.056630904,33.80055662,,,,0.265052241,0.268727142,0.27194268,0.275158219,0.278373757,0.281589296,0.285264197,0.288479735,0.291695274,0.299045076,0.306854241,0.314204043,0.322013208,0.32936301,0.336712812,0.344521977,0.351871779,,,
GDL-Mean-years-education-of-men-aged-20+-data,Uganda,Uganda,UG228,Kween,UGA,UG,1.434609622,34.56748574,,,,0.081850728,0.082985573,0.083978563,0.084971553,0.085964543,0.086957532,0.088092378,0.089085368,0.090078357,0.092348048,0.094759595,0.097029286,0.099440832,0.101710523,0.103980214,0.106391761,0.108661451,,,
